28nm:BVSS:1MB,6.91067972509476
28nm:BVSS:2MB,7.09799005290447
28nm:BVSS:0.5MB,6.518360663657382
45nm:BVSS:1MB,6.8672244067934995
28nm:CXBV:1MB,5.745978786809599
28nm:CXBV:2MB,6.015558730721034
28nm:CXBV:0.5MB,4.838985194742643
45nm:CXBV:1MB,5.863775017726693
28nm:CXFD:1MB,3.0855755992861313
28nm:CXFD:2MB,3.427367706803169
28nm:CXFD:0.5MB,2.4176149507705156
45nm:CXFD:1MB,3.1532934650654036
28nm:RFFB:1MB,4.064827355029962
28nm:RFFB:2MB,4.123843300388738
28nm:RFFB:0.5MB,3.98913249252517
45nm:RFFB:1MB,4.052276881243373
28nm:BVSS:4MB,7.67293539196653
45nm:BVSS:2MB,7.1309252842075805
28nm:CXBV:4MB,6.806837879605317
45nm:CXBV:2MB,6.101896466183905
28nm:CXFD:4MB,3.6060143048398254
45nm:CXFD:2MB,3.459547567725552
28nm:RFFB:4MB,4.149336575979231
45nm:RFFB:2MB,4.097249708144182
45nm:BVSS:4MB,7.661874040760547
45nm:CXBV:4MB,6.861834256141842
45nm:CXFD:4MB,3.601229779925599
45nm:RFFB:4MB,4.113250124897306
45nm:BVSS:0.5MB,6.124372035866629
45nm:CXBV:0.5MB,4.829420537657287
45nm:CXFD:0.5MB,2.723757054838571
45nm:RFFB:0.5MB,3.980518009050111
65nm:BVSS:1MB,6.927034986649103
65nm:CXBV:1MB,5.791564799860472
65nm:CXFD:1MB,3.1974822456537977
